sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_full_text
469ed0f00c09e2637351c9735c306f27acf3aace,CZI,First two months of the 2019 Coronavirus Disease (COVID-19) epidemic in China: real-time surveillance and evaluation with a second derivative model,10.1186/s41256-020-00137-4,,,cc-by,"Similar to outbreaks of many other infectious diseases, success in controlling the novel 2019 coronavirus infection requires a timely and accurate monitoring of the epidemic, particularly during its early period with rather limited data while the need for information increases explosively.",2020,"Chen, Xinguang; Yu, Bin",Global Health Research and Policy,3006645647,#5595,True
4e550e034ccca6fa2a91e481ddba24db67bc9ae5,CZI,Effectiveness of airport screening at detecting travellers infected with novel coronavirus (2019-nCoV),10.2807/1560-7917.ES.2020.25.5.2000080,,,cc-by,"We simulated 100 2019-nCoV infected travellers planning to board a flight who would pose a risk for seeding transmission in a new region. The duration of travel was considered as the flight time plus a small amount of additional travel time (ca 1 hour) for airport procedures. We assumed that infected individuals will develop symptoms, including fever, at the end of their incubation period (mean 5.2 days (Table)) [8] and progress to more severe symptoms after a few days, resulting in hospitalisation and isolation. We also took into account that individuals may have asymptomatic (subclinical) infection that would not be detected by thermal scanning or cause them to seek medical care, although these individuals may be infectious, and that infected travellers may exhibit severe symptoms during their travel and be hospitalised upon arrival without undergoing entry screening. We then estimated the proportion of infected travellers who would be detected by exit and entry screening, develop severe symptoms during travel, or go undetected, under varying assumptions of: (i) the duration of travel; (ii) the sensitivity of exit and entry screening; (iii) the proportion of asymptomatic infections; (iv) the incubation period and (v) the time from symptom onset to hospitalisation (Table).",2020,"Quilty, Billy J; Clifford, Sam; group2, CMMID nCoV working; Flasche, Stefan; Eggo, Rosalind M",Eurosurveillance,3005151538,#682,True
4bbb0c59babc718f67953fae032dad6ae0d7aeb1,CZI,Genome Detective Coronavirus Typing Tool for rapid identification and characterization of novel coronavirus genomes,10.1093/bioinformatics/btaa145,,32108862,cc-by-nc,"SUMMARY: Genome Detective is a web-based, user-friendly software application to quickly and accurately assemble all known virus genomes from next generation sequencing datasets. This application allows the identification of phylogenetic clusters and genotypes from assembled genomes in FASTA format. Since its release in 2019, we have produced a number of typing tools for emergent viruses that have caused large outbreaks, such as Zika and Yellow Fever Virus in Brazil. Here, we present The Genome Detective Coronavirus Typing Tool that can accurately identify the novel severe acute respiratory syndrome (SARS) related coronavirus (SARS-CoV-2) sequences isolated in China and around the world. The tool can accept up to 2,000 sequences per submission and the analysis of a new whole genome sequence will take approximately one minute. The tool has been tested and validated with hundreds of whole genomes from ten coronavirus species, and correctly classified all of the SARS-related coronavirus (SARSr-CoV) and all of the available public data for SARS-CoV-2. The tool also allows tracking of new viral mutations as the outbreak expands globally, which may help to accelerate the development of novel diagnostics, drugs and vaccines to stop the COVID-19 disease. AVAILABILITY: https://www.genomedetective.com/app/typingtool/cov. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.",2020,"Cleemput, S.; Dumon, W.; Fonseca, V.; Karim, W. A.; Giovanetti, M.; Alcantara, L. C.; Deforche, K.; de Oliveira, T.","Bioinformatics (Oxford, England)",3003548522,#2776,True
c821803c55c6aad89b6d0c1d3ba252051e464017,CZI,Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR,10.3346/jkms.2020.35.e79,,,cc-by-nc,"Since mid-December of 2019, coronavirus disease 2019 (COVID-19) has been spreading from Wuhan, China. The confirmed COVID-19 patients in South Korea are those who came from or visited China. As secondary transmissions have occurred and the speed of transmission is accelerating, there are rising concerns about community infections. The 54-year old male is the third patient diagnosed with COVID-19 in Korea. He is a worker for a clothing business and had mild respiratory symptoms and intermittent fever in the beginning of hospitalization, and pneumonia symptoms on chest computerized tomography scan on day 6 of admission. This patient caused one case of secondary transmission and three cases of tertiary transmission. Hereby, we report the clinical findings of the index patient who was the first to cause tertiary transmission outside China. Interestingly, after lopinavir/ritonavir (Kaletra, AbbVie) was administered, beta-coronavirus viral loads significantly decreased and no or little coronavirus titers were observed.",2020,"Lim, Jaegyun; Jeon, Seunghyun; Shin, Hyun-Young; Kim, Moon Jung; Seong, Yu Min; Lee, Wang Jun; Choe, Kang-Won; Kang, Yu Min; Lee, Baeckseung; Park, Sang-Joon",Journal of Korean Medical Science,3005657121,#3770,True
c3bee2a4caca614b34f92c17b643b854dcdab28d,CZI,Emergence of Novel Coronavirus 2019-nCoV: Need for Rapid Vaccine and Biologics Development,10.3390/pathogens9020148,,,cc-by,"Novel Coronavirus (2019-nCoV) is an emerging pathogen that was first identified in Wuhan, China in late December 2019. This virus is responsible for the ongoing outbreak that causes severe respiratory illness and pneumonia-like infection in humans. Due to the increasing number of cases in China and outside China, the WHO declared coronavirus as a global health emergency. Nearly 35,000 cases were reported and at least 24 other countries or territories have reported coronavirus cases as early on as February. Inter-human transmission was reported in a few countries, including the United States. Neither an effective anti-viral nor a vaccine is currently available to treat this infection. As the virus is a newly emerging pathogen, many questions remain unanswered regarding the virus&rsquo;s reservoirs, pathogenesis, transmissibility, and much more is unknown. The collaborative efforts of researchers are needed to fill the knowledge gaps about this new virus, to develop the proper diagnostic tools, and effective treatment to combat this infection. Recent advancements in plant biotechnology proved that plants have the ability to produce vaccines or biopharmaceuticals rapidly in a short time. In this review, the outbreak of 2019-nCoV in China, the need for rapid vaccine development, and the potential of a plant system for biopharmaceutical development are discussed.",2020,"Shanmugaraj, Balamurugan; Malla, Ashwini; Phoolcharoen, Waranyoo",Pathogens,3003886061,#1502,True
715842fa536064980818ad7e31ce511272a4b6bc,CZI,The coronavirus 2019-nCoV epidemic: Is hindsight 20/20?,10.1016/j.eclinm.2020.100289,,,cc-by-nc-nd,,2020,"Malta, Monica; Rimoin, Anne W.; Strathdee, Steffanie A.",EClinicalMedicine,3004912618,#3333,True
601d3c7ae4ebcd2d835e9cf8d7427ebd0b5db83f,CZI,Nonstructural proteins NS7b and NS8 are likely to be phylogenetically associated with evolution of 2019-nCoV,10.1016/j.meegid.2020.104272,,,cc-by-nc-nd,"The seventh novel human infecting Betacoronavirus that causes pneumonia (2019 novel coronavirus, 2019-nCoV) originated in Wuhan, China. The evolutionary relationship between 2019-nCoV and the other human respiratory illness-causing coronavirus is not closely related. We sought to characterize the relationship of the translated proteins of 2019-nCoV with other species of Orthocoronavirinae. A phylogenetic tree was constructed from the genome sequences. A cluster tree was developed from the profiles retrieved from the presence and absence of homologs of ten 2019-nCoV proteins. The combined data were used to characterize the relationship of the translated proteins of 2019-nCoV to other species of Orthocoronavirinae. Our analysis reliably suggests that 2019-nCoV is most closely related to BatCoV RaTG13 and belongs to subgenus Sarbecovirus of Betacoronavirus, together with SARS coronavirus and Bat-SARS-like coronavirus. The phylogenetic profiling cluster of homolog proteins of one annotated 2019-nCoV protein against other genome sequences revealed two clades of ten 2019-nCoV proteins. Clade 1 consisted of a group of conserved proteins in Orthocoronavirinae comprising Orf1ab polyprotein, Nucleocapsid protein, Spike glycoprotein, and Membrane protein. Clade 2 comprised six proteins exclusive to Sarbecovirus and Hibecovirus. Two of six Clade 2 nonstructural proteins, NS7b and NS8, were exclusively conserved among 2019-nCoV, BetaCoV_RaTG, and BatSARS-like Cov. NS7b and NS8 have previously been shown to affect immune response signaling in the SARS-CoV experimental model. Thus, we speculated that knowledge of the functional changes in the NS7b and NS8 proteins during evolution may provide important information to explore the human infective property of 2019-nCoV.",2020,"Fahmi, Muhamad; Kubota, Yukihiko; Ito, Masahiro","Infection, Genetics and Evolution",2286137332,#4581,True
06c89f69aa7b5f9648d2c1543b8246fe9c3610cf,CZI,Pathogenicity and Transmissibility of 2019-nCoV—A Quick Overview and Comparison with Other Emerging Viruses,10.1016/j.micinf.2020.01.004,,,cc-by-nc-nd,"A zoonotic coronavirus, labeled as 2019-nCoV by The World Health Organization (WHO), has been identified as the causative agent of the viral pneumonia outbreak in Wuhan, China, at the end of 2019. Although 2019-nCoV can cause a severe respiratory illness like SARS and MERS, evidence from clinics suggested that 2019-nCoV is generally less pathogenic than SARS-CoV, and much less than MERS-CoV. The transmissibility of 2019-nCoV is still debated and needs to be further assessed. To avoid the 2019-nCoV outbreak turning into an epidemic or even a pandemic and to minimize the mortality rate, China activated emergency response procedures, but much remains to be learned about the features of the virus to refine the risk assessment and response. Here, the current knowledge in 2019-nCoV pathogenicity and transmissibility is summarized in comparison with several commonly known emerging viruses, and information urgently needed for a better control of the disease is highlighted.",2020,"Chen, Jieliang",Microbes and Infection,,#236,True
acb678bdd7634055de18d0b89bb6a4890e6a0306,CZI,Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro,10.1038/s41422-020-0282-0,,,cc-by,,2020,"Wang, Manli; Cao, Ruiyuan; Zhang, Leike; Yang, Xinglou; Liu, Jia; Xu, Mingyue; Shi, Zhengli; Hu, Zhihong; Zhong, Wu; Xiao, Gengfu",Cell Research,3005212621,#205,True
47772f3e98d8c61bb9782531a0338ba85f27bf3f,CZI,Potential for global spread of a novel coronavirus from China,10.1093/jtm/taaa011,,,cc-by-nc,,2020,"Bogoch, I. I.; Watts, A.; Thomas-Bachli, A.; Huber, C.; Kraemer, M. U. G.; Khan, K.",Journal of travel medicine,3004047749,#102,True
544a170a18bae9bf44c531c2b0b4bdc5e85ea8f5,CZI,Severe acute respiratory symptoms and suspected sars again 2020,10.12809/hkmj208375,,,cc-by-nc-nd,,2020,"Hon, K. L.; Leung, K. K. Y.",Hong Kong Medical Journal,2029408250,#3395,True
4ff89a71126d2932544a8337ba28787fde5f02a8,CZI,Statistics-Based Predictions of Coronavirus Epidemic Spreading in Mainland China,10.20535/ibb.2020.4.1.195074,,,cc-by,"Information about the open-access article 'Statistics-Based Predictions of Coronavirus Epidemic Spreading in Mainland China' in DOAJ. DOAJ is an online directory that indexes and provides access to quality open access, peer-reviewed journals.",2020,"Nesteruk, Igor",Innovative Biosystems and Bioengineering,3006304781,#1218,True
ac37ba61c91bb6939a507dbf4efe2119ddafeb9c,CZI,"Early transmission patterns of coronavirus disease 2019 (COVID-19) in travellers from Wuhan to Thailand, January 2020",10.2807/1560-7917.ES.2020.25.8.2000097,,,cc-by,,2020,"Okada, Pilailuk; Buathong, Rome; Phuygun, Siripaporn; Thanadachakul, Thanutsapa; Parnmen, Sittiporn; Wongboot, Warawan; Waicharoen, Sunthareeya; Wacharapluesadee, Supaporn; Uttayamakul, Sumonmal; Vachiraphan, Apichart; Chittaganpitch, Malinee; Mekha, Nanthawan; Janejai, Noppavan; Iamsirithaworn, Sopon; Lee, Raphael TC; Maurer-Stroh, Sebastian",Eurosurveillance,3005657121,#2582,True
6dfe2e77c8175b3eb38d6fc3ccc440fb81a0e2f0,CZI,HRCT Imaging Features in Representative Imported Cases of 2019 Novel Coronavirus Pneumonia,10.1093/pcmedi/pbaa004,,,cc-by-nc,"With the spread of novel coronavirus (2019-nCoV) pneumonia, chest high-resolution computed tomography (HRCT) has been one of the key diagnostic tools. To achieve early and accurate diagnostics, determining the radiological characteristics of the disease is of great importance. In this small scale research we retrospectively reviewed and selected six cases confirmed with 2019-nCoV infection in West China Hospital and investigated their initial and follow-up HRCT features, along with the clinical characteristics. The 2019-nCoV pneumonia basically showed a multifocal or unifocal involvement of ground-glass opacity (GGO), sometimes with consolidation and fibrosis. No pleural effusion or lymphadenopathy was identified in our presented cased. The follow-up CT generally demonstrated mild to moderate progression of the lesion, with only one case showing remission by the reducing extent and density of the airspace opacification.",2020,"Diao, Kaiyue; Han, Peilun; Pang, Tong; Li, Yuan; Yang, Zhigang",Precision Clinical Medicine,3006467527,#781,True
c9fee561c2a3834645dbb61dc4ae6448051da492,CZI,Comprehensive Genomic Characterization Analysis of lncRNAs in Cells With Porcine Delta Coronavirus Infection,10.3389/fmicb.2019.03036,,,cc-by,"Porcine delta coronavirus (PDCoV) is a novel emerging enterocytetropic virus causing diarrhea, vomiting, dehydration, and mortality in suckling piglets. Long non-coding RNAs (lncRNAs) are known to be important regulators during virus infection. Here, we describe a comprehensive transcriptome profile of lncRNA in PDCoV-infected swine testicular (ST) cells. In total, 1,308 annotated and 1,190 novel lncRNA candidate sequences were identified. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) analysis revealed that these lncRNAs might be involved in numerous biological processes. Clustering analysis of differentially expressed lncRNAs showed that 454 annotated and 376 novel lncRNAs were regulated after PDCoV infection. Furthermore, we constructed a lncRNA-protein-coding gene co-expression interaction network. The KEGG analysis of the co-expressed genes showed that these differentially expressed lncRNAs were enriched in pathways related to metabolism and TNF signaling. Our study provided comprehensive information about lncRNAs that would be a useful resource for studying the pathogenesis of and designing antiviral therapy for PDCoV infection.",2020,"Liui, Junli; Wang, Fangfang; Du, Liuyang; Li, Juan; Yu, Tianqi; Jin, Yulan; Yan, Yan; Zhou, Jiyong; Gu, Jinyan",Frontiers in Microbiology,3003967510,#5462,True
655537fc8cc52bccf43cf7189ab060d3097caa7a,CZI,Potential Factors Influencing Repeated SARS Outbreaks in China,10.3390/ijerph17051633,,,cc-by,"Within last 17 years two widespread epidemics of severe acute respiratory syndrome (SARS) occurred in China, which were caused by related coronaviruses (CoVs): SARS-CoV and SARS-CoV-2. Although the origin(s) of these viruses are still unknown and their occurrences in nature are mysterious, some general patterns of their pathogenesis and epidemics are noticeable. Both viruses utilize the same receptor&mdash;angiotensin-converting enzyme 2 (ACE2)&mdash;for invading human bodies. Both epidemics occurred in cold dry winter seasons celebrated with major holidays, and started in regions where dietary consumption of wildlife is a fashion. Thus, if bats were the natural hosts of SARS-CoVs, cold temperature and low humidity in these times might provide conducive environmental conditions for prolonged viral survival in these regions concentrated with bats. The widespread existence of these bat-carried or -released viruses might have an easier time in breaking through human defenses when harsh winter makes human bodies more vulnerable. Once succeeding in making some initial human infections, spreading of the disease was made convenient with increased social gathering and holiday travel. These natural and social factors influenced the general progression and trajectory of the SARS epidemiology. However, some unique factors might also contribute to the origination of SARS in Wuhan. These factors are discussed in different scenarios in order to promote more research for achieving final validation.",2020,"Sun, Zhong; Thilakavathy, Karuppiah; Kumar, S. S.; He, Guozhong; Liu, V. Shi",International Journal of Environmental Research and Public Health,2615948593,#3296,True
bb7cd48a85b72f8d73e57d655c6d8a034fce3778,CZI,Puzzle of highly pathogenic human coronaviruses (2019-nCoV),10.1007/s13238-020-00693-y,,32088858,cc-by,,2020,"Li, Jing; Liu, Wenjun",Protein Cell,2766462213,#1815,True
3c42431c5b95e707486ce7441ac139071e07b706,CZI,RETRACTION: Retraction-Chinese medical staff request international medical assistance in fighting against COVID-19,10.1016/s2214-109x(20)30076-0,,32113504,cc-by,,2020,"The Editors Of The Lancet Global, Health",The Lancet. Global health,2794878804,#5486,False
6a93283b499ae5bc6aaf29f14e701dc8f25138ea,CZI,"Critical care response to a hospital outbreak of the 2019-nCoV infection in Shenzhen, China",10.1186/s13054-020-2786-x,,,cc-by,,2020,"Liu, Yong; Li, Jinxiu; Feng, Yongwen",Critical Care,2537200785,#1225,True
6fc52ed878c271020a2a375bb6e4b12943a7666c,CZI,Effectiveness for the Response to COVID-19: The MERS Outbreak Containment Procedures,10.24171/j.phrp.2020.11.1.01,,,cc-by-nc-nd,"In the current issue of Osong Public Health and Research Perspectives, 3 studies are presented dealing with COVID-19. A study by Kim et al, analyzed the genetic information of the COVID-19 virus isolated from a patient in South Korea. The virus was identified by real-time reverse transcriptase (RT) PCR followed by Next Generation Sequencing of the full-length of the genome [5]. In an interim report by the COVID-19 National Emergency Response Center of the KCDC, epidemiological and clinical characteristics of COVID-19 in 28 cases in South Korea were reported. There were 53.9% of cases who were males, with 16 cases in patients who had traveled abroad, of which 11 cases (39.3%) were from Wuhan, China, and 12 of the remaining cases were believed to have been infected in South Korea. The incubation period was 4.8 days. Most secondary infected cases were from family members outside the family home (66.7%) and within the family home (75%) [6].",2020,"Cho, Hae-Wol",Osong Public Health and Research Perspectives,3005887838,#2662,False
1d7f8850c5244fdc9b387038e7eeae9bcbbde6d2,CZI,Optimization Method for Forecasting Confirmed Cases of COVID-19 in China,10.3390/jcm9030674,,32131537,cc-by,"In December 2019, a novel coronavirus, called COVID-19, was discovered in Wuhan, China, and has spread to different cities in China as well as to 24 other countries. The number of confirmed cases is increasing daily and reached 34,598 on 8 February 2020. In the current study, we present a new forecasting model to estimate and forecast the number of confirmed cases of COVID-19 in the upcoming ten days based on the previously confirmed cases recorded in China. The proposed model is an improved adaptive neuro-fuzzy inference system (ANFIS) using an enhanced flower pollination algorithm (FPA) by using the salp swarm algorithm (SSA). In general, SSA is employed to improve FPA to avoid its drawbacks (i.e., getting trapped at the local optima). The main idea of the proposed model, called FPASSA-ANFIS, is to improve the performance of ANFIS by determining the parameters of ANFIS using FPASSA. The FPASSA-ANFIS model is evaluated using the World Health Organization (WHO) official data of the outbreak of the COVID-19 to forecast the confirmed cases of the upcoming ten days. More so, the FPASSA-ANFIS model is compared to several existing models, and it showed better performance in terms of Mean Absolute Percentage Error (MAPE), Root Mean Squared Relative Error (RMSRE), Root Mean Squared Relative Error (RMSRE), coefficient of determination ( R 2 ), and computing time. Furthermore, we tested the proposed model using two different datasets of weekly influenza confirmed cases in two countries, namely the USA and China. The outcomes also showed good performances.",2020,"Al-Qaness, Mohammed A. A.; Ewees, Ahmed A.; Fan, Hong; Abd El Aziz, Mohamed",J Clin Med,3006671704,#4638,True
